fecha_dato,AC,C_C,NM,CV
2017-09-07 19:00:00,5.16,IN,7,CC 00-3771
2017-09-07 19:00:00,2.77,IN,7,CC 00-3771
2017-09-07 19:00:00,0.76,IN,7,CC 8592
2017-09-07 19:00:00,1.91,IN,7,CC93-4418
2017-09-14 05:00:00,7.4,IN,7,CC01-1940
2017-09-14 06:00:00,7.4,IN,7,CC01-1940
2017-09-25 17:00:00,1.51,IN,7,CC01-1940
2017-09-14 05:00:00,5.25,IN,7,CC93-4418
2017-09-23 17:00:00,5.25,IN,7,CC93-4418
2017-09-14 05:00:00,5.35,IN,7,CC93-4418
2017-09-23 17:00:00,5.54,IN,7,CC93-4418
2017-09-03 06:00:00,3.45,IN,7,CC 8592
2017-09-19 20:00:00,2,IN,6,CC 8592
2017-09-19 20:00:00,2,IN,6,CC 8592
2017-09-03 16:00:00,3.56,IN,7,CC85-92
2017-09-03 16:00:00,6.27,IN,7,CC84-75
2017-09-27 19:00:00,0.17,IN,17,CC 85-92
2017-09-27 19:00:00,1.7,IN,17,CC 85-92
2017-09-12 01:00:00,1.71,IN,9,RB 73-2223
2017-09-05 21:00:00,0.83,IN,9,CC 85-92
2017-09-28 21:00:00,0.15,IN,17,CC 93-4418
2017-09-28 21:00:00,0.15,IN,17,CC 93-4418
2017-09-28 16:00:00,0.1,IN,17,CC 93-4418
2017-09-20 22:00:00,1.01,IN,17,CC 01-1228
2017-09-14 19:00:00,17.39,IN,17,CC 01-746
2017-09-14 01:00:00,1.53,IN,17,VARIAS
2017-09-15 23:00:00,0.98,IN,17,CC 01-678
2017-09-15 23:00:00,4.55,IN,17,VARIAS
2017-09-06 20:00:00,2.8,IN,17,CC 01-746
2017-09-06 20:00:00,2.44,IN,17,CC 01-746
2017-09-04 19:00:00,12.38,IN,7,CC 01-746
2017-09-09 18:00:00,16.33,IN,7,CC 01-746
2017-09-14 15:00:00,3.6,IN,17,VARIAS
2017-09-14 15:00:00,5.41,IN,17,CC 00-3257
2017-09-23 14:00:00,12.5,IN,17,CC 85-92
2017-09-23 14:00:00,1.26,IN,17,CC 85-92
2017-09-07 16:00:00,2,IN,17,CC 01-1940
2017-09-07 16:00:00,1.5,IN,17,CC 01-1940
2017-09-21 22:00:00,6.22,IN,17,CC 85-92
2017-09-03 15:00:00,5.9,IN,17,CC 85-92
2017-09-27 13:00:00,6.88,IN,17,CC 85-92
2017-09-24 21:00:00,13.38,IN,17,CC 01-1940
2017-09-16 19:00:00,4.32,IN,26,CC 01-746
2017-09-16 19:00:00,12.04,IN,26,CC 01-1940
2017-09-16 18:00:00,12.41,IN,26,CC 01-1940
2017-09-16 02:00:00,4.4,IN,26,CC 85-92
2017-09-18 18:00:00,2.54,IN,17,CC 85-92
2017-09-18 18:00:00,2.75,IN,17,CC 85-92
2017-09-17 19:00:00,12.95,IN,17,CC 93-4418
2017-09-24 12:00:00,21,IN,17,CC 85-92
2017-09-22 15:00:00,5,IN,17,CC 01-746
2017-09-07 19:00:00,12.78,IN,17,CC 01-1940
2017-09-07 19:00:00,13.81,IN,17,CC 85-92
2017-09-07 19:00:00,6.69,IN,17,CC 85-92
2017-09-07 19:00:00,10.05,IN,17,CC 85-92
2017-09-19 23:00:00,6,IN,4,CC 85-92
2017-09-19 23:00:00,0.2,IN,4,CC 85-92
2017-09-19 23:00:00,2.52,IN,4,CC 85-92
2017-09-20 16:00:00,7.5,IN,17,CC 93-4418
2017-09-26 21:00:00,4,IN,17,CC 93-4418
2017-09-14 22:00:00,4.68,IN,17,CC 01-1940
2017-09-12 20:00:00,18.34,IN,17,CC 84-75
2017-09-15 19:00:00,14.47,IN,17,CC 01-1940
2017-09-21 18:00:00,11.91,IN,9,CC 85-92
2017-09-14 14:00:00,1.54,IN,17,CC 01-746
2017-09-14 14:00:00,1.9,IN,17,RB 73-2223
2017-09-14 14:00:00,0.7,IN,17,RB 73-2223
2017-09-14 14:00:00,0.15,IN,17,RB 73-2223
2017-09-14 14:00:00,4.66,IN,17,RB 73-2223
2017-09-14 14:00:00,0.69,IN,17,RB 73-2223
2017-09-11 20:00:00,1.93,IN,17,CC 01-1228
2017-09-11 20:00:00,0.2,IN,17,CC 01-1228
2017-09-11 20:00:00,10.17,IN,17,CC 01-1228
2017-09-03 16:00:00,6,IN,17,CC 85-92
2017-09-03 16:00:00,0.2,IN,17,CC 85-92
2017-09-03 16:00:00,6,IN,17,CC 85-92
2017-09-03 16:00:00,2,IN,17,CC 85-92
2017-09-03 16:00:00,0.2,IN,17,CC 85-92
2017-09-03 16:00:00,3.2,IN,17,CC 85-92
2017-09-03 16:00:00,2,IN,17,CC 85-92
2017-09-19 15:00:00,4,IN,17,CC 85-92
2017-09-10 21:00:00,3,IN,17,CC 85-92
2017-09-09 21:00:00,4.94,IN,17,CC 93-4418
2017-09-08 11:00:00,3.39,IN,9,CC 85-92
2017-09-08 11:00:00,2.47,IN,9,CC 01-1228
2017-09-08 11:00:00,2.38,IN,9,CC 85-92
2017-09-21 23:00:00,4.24,IN,17,CC 01-746
2017-09-20 22:00:00,11.78,IN,9,CC 97-7170
2017-09-02 20:00:00,0.15,IN,12,CC 01-1940
2017-09-02 20:00:00,1.5,IN,12,CC 01-1940
2017-09-28 16:00:00,0.6,IN,17,CC 01-1940
2017-09-28 16:00:00,2,IN,17,CC 01-1940
2017-09-29 16:00:00,2.22,IN,17,CC 85-92
2017-09-13 21:00:00,19.3,IN,18,CC 84-75
2017-09-13 21:00:00,3.22,IN,18,CC 97-7170
2017-09-02 15:00:00,3.09,IN,4,V 71-51
2017-09-02 15:00:00,5.23,IN,4,V 71-51
2017-09-23 23:00:00,2.3,IN,18,SP 71-6949
2017-09-23 23:00:00,3.35,IN,10,CC 01-678
2017-09-23 23:00:00,4.2,IN,10,CC 93-4418
2017-09-23 22:00:00,1.8,IN,18,CC 93-4418
2017-09-04 21:00:00,4.62,IN,12,CC01-678
2017-09-05 20:00:00,2.54,IN,12,CC01-1228
2017-09-05 20:00:00,7.94,IN,12,CC85-92
2017-09-05 20:00:00,5.96,IN,4,CC01-1940
2017-09-06 21:00:00,6.94,IN,17,CC85-92
2017-09-06 22:00:00,7.45,IN,17,CC93-4181
2017-09-07 17:00:00,2,IN,9,RB73-2223
2017-09-07 11:00:00,0.72,IN,12,RB73-2223
2017-09-08 22:00:00,5.95,IN,17,CC85-92
2017-09-09 19:00:00,6.71,IN,9,CC01-1940
2017-09-10 21:00:00,10.01,IN,4,CC01-1940
2017-09-10 17:00:00,9.14,IN,9,RB73-2223
2017-09-10 21:00:00,5.36,IN,4,CC85-92
2017-09-10 22:00:00,15.97,IN,17,CC93-4418
2017-09-11 16:00:00,2.25,IN,9,CC00-3771
2017-09-11 20:00:00,1.12,IN,12,CC01-1940
2017-09-11 14:00:00,2.09,IN,4,V71-51
2017-09-11 17:00:00,9.54,IN,9,RB73-2223
2017-09-12 21:00:00,0.91,IN,9,CC01-1940
2017-09-12 20:00:00,2.6,IN,25,CC85-92
2017-09-13 11:00:00,12.94,IN,9,CC01-1940
2017-09-13 17:00:00,1.9,IN,9,CC93-4418
2017-09-14 18:00:00,1.16,IN,9,RB73-2223
2017-09-14 20:00:00,2.36,IN,12,RB73-2223
2017-09-14 20:00:00,1.61,IN,12,RB73-2223
2017-09-14 20:00:00,3.22,IN,12,RB73-2223
2017-09-14 19:00:00,7.69,IN,9,CC85-92
2017-09-14 19:00:00,3.9,IN,9,CC85-92
2017-09-14 19:00:00,8.54,IN,9,CC85-92
2017-09-14 19:00:00,10.42,IN,9,CC85-92
2017-09-14 19:00:00,8.15,IN,9,CC85-92
2017-09-14 17:00:00,15.63,IN,9,CC85-92
2017-09-14 20:00:00,14.34,IN,17,CC93-4418
2017-09-15 16:00:00,1.92,IN,12,CC93-4418
2017-09-16 23:00:00,2.82,IN,25,CC85-92
2017-09-16 23:00:00,1.14,IN,25,RB73-2223
2017-09-16 23:00:00,2.36,IN,25,CC93-4418
2017-09-17 19:00:00,5.66,IN,25,CC01-1940
2017-09-17 19:00:00,2.61,IN,25,CC01-1940
2017-09-17 19:00:00,7.94,IN,25,CC85-92
2017-09-17 19:00:00,2.16,IN,25,CC85-92
2017-09-17 22:00:00,2.07,IN,25,CC85-92
2017-09-17 18:00:00,3.84,IN,9,CC84-75
2017-09-17 20:00:00,2.89,IN,17,CC85-92
2017-09-17 20:00:00,2.44,IN,17,CC85-92
2017-09-17 20:00:00,5.04,IN,17,CC85-92
2017-09-17 20:00:00,4.44,IN,17,CC85-92
2017-09-17 20:00:00,13.04,IN,17,CC85-92
2017-09-17 18:00:00,6.3,IN,9,CC85-92
2017-09-17 18:00:00,6.14,IN,9,CC85-92
2017-09-18 23:00:00,3.23,IN,9,CC01-1940
2017-09-20 22:00:00,4.84,IN,9,CC00-3257
2017-09-20 20:00:00,2.36,IN,12,CC01-1940
2017-09-20 20:00:00,1.35,IN,12,CC01-1940
2017-09-21 20:00:00,8.78,IN,12,CC01-1940
2017-09-21 18:00:00,33.07,IN,25,CC85-92
2017-09-22 20:00:00,0.33,IN,12,CC01-1940
2017-09-22 20:00:00,4.49,IN,12,CC01-1940
2017-09-22 22:00:00,2.39,IN,4,CC01-1940
2017-09-23 17:00:00,2.61,IN,9,CC01-1940
2017-09-23 17:00:00,2.87,IN,9,CC01-1940
2017-09-23 17:00:00,4.98,IN,9,CC93-4181
2017-09-23 17:00:00,6.19,IN,9,CC00-3771
2017-09-23 17:00:00,2.94,IN,9,RB73-2223
2017-09-23 17:00:00,6.04,IN,9,RB73-2223
2017-09-23 17:00:00,5.04,IN,9,RB73-2223
2017-09-23 05:00:00,2.89,IN,4,CC01-1940
2017-09-25 23:00:00,2.56,IN,9,VARIAS
2017-09-25 07:00:00,2.29,IN,11,CC85-92
2017-09-25 23:00:00,1,IN,12,RB73-2223
2017-09-26 20:00:00,2.36,IN,11,CC01-1940
2017-09-26 22:00:00,3.6,IN,9,CC93-4418
2017-09-26 17:00:00,5.77,IN,12,CC01-1940
2017-09-26 21:00:00,2.83,IN,18,CC01-1940
2017-09-26 17:00:00,15.62,IN,17,CC93-4418
2017-09-27 16:00:00,2.78,IN,9,CC85-92
2017-09-28 16:00:00,3.64,IN,17,CC85-92
2017-09-28 16:00:00,22.62,IN,17,CC92-2804
2017-09-01 20:00:00,7.85,IN,9,CC85-92
2017-09-03 14:00:00,1.72,IN,9,CC93-3826
2017-09-03 01:00:00,4.51,IN,4,CC01-1940
2017-09-03 15:00:00,4.54,IN,4,CC01-1940
2017-09-03 23:00:00,2,IN,17,CC85-92
2017-09-24 22:00:00,1.99,IN,18,CC 01-1940
2017-09-11 15:00:00,3.05,IN,5,CC93-3826
2017-09-14 12:00:00,4.3,IN,23,CC01-1940
2017-09-22 21:00:00,8.18,IN,4,CC01-1940
2017-09-10 22:00:00,0.98,IN,10,CC 93-4418
2017-09-10 20:00:00,0.4,IN,10,CC 93-4418
2017-09-10 22:00:00,0.24,IN,17,CC 93-4418
2017-09-10 22:00:00,4.6,IN,17,CC 8592
2017-09-11 10:00:00,4.92,IN,13,CC 01-1940
2017-09-27 22:00:00,6.91,IN,6,CC 93-4418
2017-09-27 23:00:00,7.18,IN,18,CC 01-1940
2017-09-29 21:00:00,0.25,IN,6,CC 93-4418
2017-09-05 20:00:00,5,IN,13,CC 01-1940
2017-09-06 20:00:00,4,IN,13,CC 01-1940
2017-09-10 21:00:00,4.6,IN,13,CC 01-1940
2017-09-18 11:00:00,1.2,IN,13,CC 8592
2017-09-18 11:00:00,3.38,IN,13,CC 8592
2017-09-18 11:00:00,5.32,IN,13,CC 93-4418
2017-09-18 11:00:00,7.36,IN,13,CC 8592
2017-09-18 11:00:00,5.2,IN,13,CC 93-4418
2017-09-18 11:00:00,0.5,IN,13,CC 8592
2017-09-18 11:00:00,3.04,IN,13,CC 8592
2017-09-18 11:00:00,3.28,IN,13,CC 93-4418
2017-09-18 11:00:00,5.26,IN,13,CC 8592
2017-09-18 11:00:00,3.07,IN,13,CC 8592
2017-09-18 11:00:00,3.16,IN,13,CC 93-4418
2017-09-19 18:00:00,9.42,IN,6,CC 8592
2017-09-20 22:00:00,0.3,IN,13,CC 8592
2017-09-20 22:00:00,2.8,IN,13,CC 93-4418
2015-03-03 17:00:00,1.8,IN,9,CC93-4418
2015-03-03 20:00:00,17.26,IN,17,CC85-92
2015-03-04 20:00:00,0.6,IN,4,CC85-92
2015-03-27 20:00:00,5.46,IN,21,CC85-92
2015-03-27 20:00:00,13.17,IN,21,CC85-92
2015-03-28 22:00:00,0.52,IN,9,CC01-1940
2015-03-23 20:00:00,4.48,IN,4,CC85-92
2015-03-23 19:00:00,7.06,IN,4,CC85-92
2015-03-23 16:00:00,13.99,IN,26,CC85-92
2015-03-24 19:00:00,5.86,IN,12,RB73-2223
2015-03-24 16:00:00,1.37,IN,17,CC85-92
2015-03-25 17:00:00,3.73,IN,9,CC85-92
2015-03-25 10:00:00,1.46,IN,12,RB73-2223
2015-03-25 10:00:00,2.24,IN,12,RB73-2223
2015-03-25 13:00:00,3.53,IN,9,CC85-92
2015-03-25 22:00:00,16.15,IN,26,CC85-92
2015-03-11 21:00:00,8.67,IN,9,CC93-4418
2015-03-11 20:00:00,1,IN,12,RB73-2223
2015-03-13 14:00:00,2.94,IN,9,CC85-92
2015-03-13 14:00:00,11.88,IN,9,CC85-92
2015-03-13 14:00:00,4.31,IN,9,CC98-72
2015-03-28 14:00:00,0.6,IN,9,CC85-92
2015-03-15 19:00:00,10.21,IN,25,CC85-92
2015-03-15 19:00:00,29.42,IN,25,CC85-92
2015-03-15 23:00:00,2.67,IN,17,CC01-1940
2015-03-15 17:00:00,2.55,IN,17,CC93-4418
2015-03-17 12:00:00,3.27,IN,9,CC85-92
2015-03-17 14:00:00,1.3,IN,17,CC85-92
2015-03-22 18:00:00,0.41,IN,9,CC85-92
2015-03-03 20:00:00,2,IN,17,CC85-92
2015-03-08 18:00:00,3.8,IN,17,CC85-92
2015-03-09 11:00:00,2,IN,17,CC85-92
2015-03-09 21:00:00,3.1,IN,17,CC85-92
2015-03-13 16:00:00,4.73,IN,17,CC85-92
2015-03-17 15:00:00,4.5,IN,17,CC85-92
2015-03-17 15:00:00,4.57,IN,17,CC85-92
2015-03-17 15:00:00,7.82,IN,17,CC85-92
2015-03-22 01:00:00,6.9,IN,17,CC85-92
2015-03-26 21:00:00,0.7,IN,17,CC85-92
2015-03-12 13:00:00,2.9,IN,7,CC85-92
2015-03-04 17:00:00,0.9,IN,6,PR61-632
2015-03-01 21:00:00,1.31,IN,6,CC85-92
2015-03-23 18:00:00,0.7,IN,7,CC84-75
2015-03-24 22:00:00,10.9,IN,10,CC85-92
2015-03-27 17:00:00,1.3,IN,6,CC85-92
2015-03-27 17:00:00,0.96,IN,6,CC93-4418
2015-03-29 19:00:00,1.9,IN,10,CC85-92
2015-03-05 18:00:00,2.73,IN,13,CC01-1940
2015-03-10 20:00:00,0.4,IN,7,CC85-92
2015-03-10 13:00:00,0.7,IN,10,CC85-92
2015-03-23 19:00:00,6,IN,17,CC 85-92
2015-03-23 19:00:00,3.21,IN,17,CC 85-92
2015-03-23 19:00:00,1,IN,17,CC 85-92
2015-03-23 19:00:00,2,IN,17,CC 85-92
2015-03-25 09:00:00,1.7,IN,17,CC 85-92
2015-03-08 19:00:00,0.3,IN,17,CC 01-746
2015-03-23 15:00:00,17.34,IN,17,CC 85-92
2015-03-26 17:00:00,1.2,IN,17,CC 85-92
2015-03-25 12:00:00,1.61,IN,17,CC 85-92
2015-03-04 21:00:00,0.05,IN,12,CC 01-1940
2015-03-05 14:00:00,0.67,IN,7,CC 85-92
2015-03-24 20:00:00,2,IN,17,CC 84-75
2015-03-24 20:00:00,3.99,IN,17,CC 84-75
2015-03-20 20:00:00,7.72,IN,17,PR 61-632
2015-03-20 17:00:00,12,IN,17,PR 61-632
2015-03-20 20:00:00,2.57,IN,17,PR 61-632
2015-03-16 02:00:00,4,IN,17,CC 01-746
2015-03-17 22:00:00,3.6,IN,17,CC 01-746
2015-03-15 14:00:00,1,IN,17,CC 85-92
2015-03-15 14:00:00,9.7,IN,17,CC 85-92
2015-03-15 16:00:00,11.59,IN,17,CC 85-92
2015-03-22 02:00:00,2,IN,6,CC 85-92
2015-03-22 02:00:00,0.2,IN,6,CC 85-92
2015-03-25 22:00:00,9.94,IN,18,CC 85-92
2015-03-26 22:00:00,5.14,IN,18,CC 85-92
2015-03-26 22:00:00,7.32,IN,18,CC 93-4418
2015-03-07 00:00:00,0.8,IN,4,CC 8592
2015-03-04 20:00:00,5.28,IN,18,CC 8592
2015-03-04 20:00:00,0.7,IN,18,CC 8592
2015-03-05 19:00:00,5,IN,18,CC 8592
2015-03-05 21:00:00,9.29,IN,18,CC 8592
2015-03-19 21:00:00,5.23,IN,18,CC 8592
2015-03-01 11:00:00,6.5,IN,18,CC 8592
2015-03-01 22:00:00,4.1,IN,18,CC 8592
2015-03-03 18:00:00,0.8,IN,2,CC85-92
2015-03-20 18:00:00,4.78,IN,23,CC85-92
2015-03-20 18:00:00,1.19,IN,23,CC85-92
2015-03-01 22:00:00,0.56,IN,10,CC93-4418
2015-03-06 15:00:00,3.46,IN,7,CC93-4418
2015-03-16 21:00:00,0.3,IN,7,CC85-92
2015-03-17 13:00:00,3.65,IN,10,CC93-4418
2015-03-21 17:00:00,3.68,IN,10,CC93-4418
2015-03-21 14:00:00,1.12,IN,10,CC93-4418
2015-03-22 15:00:00,1.36,IN,10,CC93-4418
2015-03-22 15:00:00,0.76,IN,10,CC85-92
2015-03-24 21:00:00,1.7,IN,10,CC93-4418
2015-03-28 15:00:00,0.47,IN,23,CC85-92
2015-03-05 21:00:00,9.19,IN,23,CC85-92
2015-03-05 21:00:00,8.54,IN,23,CC85-92
2018-06-07 10:00:00,2,IN,10,CC93-4418
2018-06-16 15:00:00,1.48,IN,10,CC93-4418
2018-06-16 15:00:00,11.06,IN,10,CC01-1940
2018-06-06 16:00:00,1.5,IN,7,CC 8592
2018-06-20 02:00:00,2,IN,7,CC 8592
2018-06-21 02:00:00,2.13,IN,7,CC 8592
2018-06-23 21:00:00,4.9,IN,6,CC 8592
2018-06-26 16:00:00,2.36,IN,6,CC 8592
2015-04-07 11:00:00,2.3,IN,17,CC84-75
2015-04-06 20:00:00,2.64,IN,18,RD75-11
2015-04-23 15:00:00,1.79,IN,18,CC85-92
2015-04-26 20:00:00,0.25,IN,13,CC85-92
2015-04-06 20:00:00,0.05,IN,18,CC85-92
2015-04-06 20:00:00,1.71,IN,18,CC85-92
2015-04-03 20:00:00,4.59,IN,9,CC93-4418
2015-04-04 16:00:00,3.53,IN,4,CC85-92
2015-04-04 16:00:00,1.1,IN,4,CC85-92
2015-04-06 17:00:00,12.77,IN,9,CC01-1940
2015-04-08 21:00:00,15.53,IN,11,CC85-92
2015-04-08 21:00:00,3.2,IN,11,CC85-92
2015-04-08 21:00:00,10.06,IN,11,RB73-2223
2015-04-09 20:00:00,15.17,IN,9,CC85-92
2015-04-09 20:00:00,3.91,IN,9,CC85-92
2015-04-09 20:00:00,3.07,IN,12,RB73-2223
2015-04-09 19:00:00,7.3,IN,1,CC01-1940
2015-04-10 20:00:00,10.3,IN,9,CC85-92
2015-04-10 20:00:00,10.3,IN,9,CC85-92
2015-04-24 12:00:00,2.7,IN,9,CC85-92
2015-04-24 20:00:00,1.5,IN,9,CC97-7170
2015-04-24 20:00:00,4,IN,9,CC85-92
2015-04-26 14:00:00,29.66,IN,4,CC85-92
2015-04-10 20:00:00,1.61,IN,9,CC85-92
2015-04-10 20:00:00,0.1,IN,1,CC85-92
2015-04-10 20:00:00,10.81,IN,21,CC85-92
2015-04-11 20:00:00,9.09,IN,11,CC01-1940
2015-04-27 21:00:00,29.54,IN,4,CC85-92
2015-04-27 20:00:00,2,IN,11,CC85-92
2015-04-22 20:00:00,4.3,IN,9,CC01-1228
2015-04-21 20:00:00,3.52,IN,13,CC 8592
2015-04-23 22:00:00,0.4,IN,18,SP 71-6949
2015-04-07 20:00:00,0.64,IN,13,CC 8592
2015-04-08 19:00:00,5.2,IN,13,CC 8592
2015-04-09 20:00:00,6.94,IN,17,CC 98-72
2015-04-09 20:00:00,1.31,IN,17,CC 85-92
2015-04-06 22:00:00,3.5,IN,17,CC 85-92
2015-04-02 22:00:00,1.72,IN,17,VARIAS
2015-04-28 15:00:00,7.52,IN,17,CC 01-678
2015-04-09 20:00:00,5,IN,17,CC 85-92
2015-04-29 17:00:00,10.51,IN,17,CC 01-1940
2015-04-18 18:00:00,5.49,IN,7,CC 85-92
2015-04-18 18:00:00,2,IN,7,CC 85-92
2015-04-12 19:00:00,1.92,IN,7,CC 01-1940
2015-04-15 14:00:00,3.5,IN,17,CC 01-1940
2015-04-13 23:00:00,6.15,IN,17,V 71-51
2015-04-13 23:00:00,8.95,IN,17,CC 85-92
2015-04-29 17:00:00,3,IN,17,CC 93-4418
2015-04-01 17:00:00,0.7,IN,17,CC 93-4418
2015-04-30 17:00:00,3.36,IN,17,CC 01-1228
2015-04-02 20:00:00,0.5,IN,17,CC 84-75
2015-04-18 22:00:00,3.11,IN,17,CC 01-1228
2015-04-13 19:00:00,4,IN,17,CC 01-746
2015-04-13 19:00:00,2,IN,17,CC 01-746
2015-04-11 13:00:00,2,IN,17,CC 85-92
2015-04-13 12:00:00,0.6,IN,7,CC 85-92
2015-04-28 17:00:00,2,IN,17,CC 85-92
2015-04-10 20:00:00,4.97,IN,2,CC85-92
2015-04-17 18:00:00,8,IN,2,CC85-92
2015-04-10 20:00:00,0.21,IN,2,CC85-92
2015-04-02 18:00:00,4.81,IN,8,CC85-92
2015-04-02 18:00:00,6.62,IN,8,CC85-92
2015-04-02 18:00:00,6.1,IN,8,CC85-92
2015-04-12 18:00:00,1.3,IN,8,CC85-92
2015-04-12 18:00:00,2.34,IN,8,CC85-92
2015-04-12 18:00:00,1.07,IN,8,CC85-92
2015-04-12 18:00:00,0.95,IN,8,CC85-92
2015-04-10 18:00:00,2.35,IN,2,CC85-92
2015-04-27 19:00:00,2.74,IN,17,CC85-92
2015-04-27 19:00:00,0.4,IN,17,CC85-92
2017-10-04 17:00:00,1,IN,21,CC 8592
2017-10-16 04:00:00,12.74,IN,3,CC 8592
2017-10-19 20:00:00,0.78,IN,20,CC 8592
2017-10-28 15:00:00,0.64,IN,7,CC93-4418
2017-10-15 17:00:00,7.47,IN,8,CC 93-4418
2017-10-20 19:00:00,3.13,IN,2,CC 93-4418
2017-10-20 19:00:00,5.56,IN,2,CC 93-4418
2017-10-20 19:00:00,1.03,IN,2,SP71-6949
2017-10-20 19:00:00,3.34,IN,2,CC85-92
2017-10-20 19:00:00,0.54,IN,2,SP71-6949
2017-10-20 18:00:00,12.47,IN,22,CC85-92
2017-10-13 14:00:00,2.4,IN,23,CC01-1940
2017-10-17 12:00:00,0.98,IN,23,CC85-92
2017-10-17 09:00:00,4.15,IN,21,CC85-92
2015-05-13 17:00:00,1.86,IN,6,CC93-4418
2015-05-16 20:00:00,1,IN,6,CC85-92
2015-05-19 17:00:00,1.49,IN,6,CC85-92
2015-05-31 22:00:00,21.9,IN,7,CC84-75
2015-05-22 18:00:00,2.4,IN,7,CC93-4418
2015-05-24 13:00:00,0.4,IN,18,CC85-92
2015-05-19 17:00:00,0.7,IN,6,CC85-92
2015-05-19 17:00:00,1.13,IN,6,CC85-92
2015-05-19 17:00:00,0.72,IN,6,CC93-4418
2015-05-31 22:00:00,11.74,IN,7,CC85-92
2015-05-01 19:00:00,0.71,IN,6,CC85-92
2015-05-03 22:00:00,2,IN,13,CC85-92
2015-05-04 16:00:00,2.85,IN,6,CC85-92
2015-05-04 16:00:00,0.99,IN,6,CC85-92
2015-05-04 16:00:00,0.7,IN,6,CC93-4418
2015-05-09 19:00:00,7.34,IN,10,SP71-6949
2015-05-09 19:00:00,7.16,IN,10,SP71-6949
2015-05-09 19:00:00,3.39,IN,10,SP71-6949
2015-05-09 19:00:00,5.22,IN,10,SP71-6949
2015-05-11 19:00:00,0.5,IN,10,CC01-1940
2015-05-17 17:00:00,1.54,IN,21,CC 8592
2015-05-17 17:00:00,1.25,IN,21,CC 8592
2015-05-31 23:00:00,1.7,IN,21,CC 8592
2015-05-31 23:00:00,1.79,IN,21,CC 8592
2015-05-31 23:00:00,4.43,IN,21,CC 8592
2015-05-31 23:00:00,2.38,IN,21,CC 8592
2015-05-31 23:00:00,2.5,IN,21,CC 8592
2017-10-02 15:00:00,0.3,IN,17,CC 01-678
2017-10-21 15:00:00,3.65,IN,17,CC 01-746
2017-10-21 15:00:00,0.15,IN,17,CC 01-746
2017-10-12 16:00:00,4.05,IN,17,CC 01-746
2017-10-12 20:00:00,1,IN,17,CC 93-4418
2017-10-01 15:00:00,8,IN,26,CC 01-1940
2017-10-01 15:00:00,9.62,IN,26,CC 01-1940
2017-10-21 22:00:00,1.02,IN,26,CC 85-92
2017-10-21 22:00:00,1.16,IN,26,CC 85-92
2017-10-21 00:00:00,1.05,IN,12,CC 97-7170
2017-10-11 20:00:00,2.39,IN,17,CC 93-4418
2017-10-18 15:00:00,5,IN,17,CC 93-4418
2017-10-17 11:00:00,6,IN,17,CC 85-92
2017-10-30 19:00:00,0.5,IN,17,CC 00-3771
2017-10-10 12:00:00,10.97,IN,17,CC 01-1940
2017-10-22 16:00:00,1.5,IN,6,CC 85-92
2017-10-15 15:00:00,3,IN,6,CC 85-92
2017-10-14 14:00:00,2,IN,18,CC 84-75
2017-10-02 18:00:00,1.86,IN,7,CC 85-92
2017-10-02 18:00:00,0.2,IN,7,CC 85-92
2017-10-31 15:00:00,5.51,IN,18,CC 93-4418
2017-10-23 10:00:00,7.31,IN,18,CC 93-4418
2017-10-15 17:00:00,2,IN,17,CC 85-92
2017-10-31 15:00:00,1.1,IN,18,CC 85-92
2015-05-04 18:00:00,0.77,IN,8,CC85-92
2015-05-16 17:00:00,5.38,IN,8,CC85-92
2015-05-31 17:00:00,6.85,IN,8,CC85-92
2015-05-31 17:00:00,1.47,IN,8,CC85-92
2015-05-31 17:00:00,1.63,IN,8,CC85-92
2015-05-05 21:00:00,3.25,IN,23,CC85-92
2015-05-05 20:00:00,0.05,IN,23,CC01-746
2015-05-05 20:00:00,0.1,IN,23,CC85-92
2015-05-05 14:00:00,0.42,IN,23,CC85-92
2015-05-05 13:00:00,0.3,IN,23,CC85-92
2015-05-05 20:00:00,7.38,IN,23,CC85-92
2015-05-06 14:00:00,0.65,IN,23,CC01-1940
2015-05-07 20:00:00,0.56,IN,23,CC85-92
2015-05-07 20:00:00,0.14,IN,23,CC85-92
2015-05-07 14:00:00,0.15,IN,23,CC85-92
2015-05-08 19:00:00,0.41,IN,23,CC85-92
2015-05-09 17:00:00,4,IN,5,CC85-92
2015-05-11 19:00:00,0.33,IN,23,CC85-92
2015-05-13 21:00:00,1,IN,23,CC85-92
2015-05-13 13:00:00,1.68,IN,23,CC01-1940
2015-05-13 13:00:00,0.08,IN,23,CC85-92
2015-05-16 16:00:00,0.2,IN,23,CC85-92
2015-05-04 14:00:00,0.2,IN,17,CC85-92
2015-05-01 14:00:00,5.3,IN,18,MISCELANEOS
2015-05-01 14:00:00,2.39,IN,18,MISCELANEOS
2015-05-03 20:00:00,1.6,IN,13,CC 8592
2015-05-03 20:00:00,0.5,IN,7,CC 01-1940
2015-05-03 13:00:00,3.73,IN,10,CC 8592
2015-05-15 22:00:00,23.25,IN,6,CC 8592
2015-05-08 20:00:00,1,IN,10,CC 8475
2015-05-07 21:00:00,3.5,IN,17,MISCELANEOS
2015-05-04 13:00:00,2.89,IN,10,CC 8592
2015-05-04 13:00:00,0.5,IN,10,CC 8592
2015-05-04 13:00:00,2.91,IN,10,CC 8592
2015-05-05 21:00:00,2.8,IN,10,CC 8592
